,Applicant,Applicant country,Region,Category,Patent Count,Total Citations,Percentage of Total Patents,Average Citation Count,Degree Centrality,Betweenness Centrality,First Year,Last Year,2023 Classification,Duration (Years),Mean Patents/Year
1763,University Of Guangdong Medical,China,Asia,Academic,3.0,0.0,0.0903886712865321,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,3.0
1764,University Of Guangxi Medical,China,Asia,Academic,6.0,41.0,0.1807773425730642,6.833333333333333,,,2016.0,2018.0,Terminator,3.0,2.0
1765,University Of Guangzhou,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1766,University Of Guangzhou Medical,China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,,,2021.0,2022.0,Terminator,2.0,1.0
1767,"University Of Gunma, National University Corporation",Japan,Asia,Academic,1.0,1.0,0.030129557095510694,1.0,0.0020181634712411706,0.0,2018.0,2018.0,Transient,1.0,1.0
1768,University Of Hangzhou Normal,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1769,University Of Harbin Medical,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1770,University Of Hebei,China,Asia,Academic,1.0,7.0,0.030129557095510694,7.0,,,2020.0,2020.0,Transient,1.0,1.0
1771,University Of Heidelberg Ruprecht Karls,Germany,Europe,Academic,,,,,,,,,University Of Heidelberg Ruprecht Karls,,
1772,University Of Henan Chinese Medicine,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1773,University Of Heze,China,Asia,Academic,1.0,2.0,0.030129557095510694,2.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
1774,University Of Hong Kong,China,Asia,Academic,2.0,1.0,0.06025911419102139,0.5,0.0010090817356205853,0.0,2021.0,2022.0,Terminator,2.0,1.0
1775,University Of Huazhong Science And Technology,China,Asia,Academic,3.0,2.0,0.0903886712865321,0.6666666666666666,,,2019.0,2022.0,Terminator,4.0,0.75
1776,University Of Hunan,China,Asia,Academic,2.0,8.0,0.06025911419102139,4.0,,,2017.0,2020.0,Terminator,4.0,0.5
1777,University Of Illinois,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
1778,University Of Indiana Research And Technology Corporation,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2017.0,2017.0,Transient,1.0,1.0
1779,University Of Iowa Foundation,United States,North America,Academic,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2016.0,2016.0,Transient,1.0,1.0
1780,University Of Iowa Research Foundation,United States,North America,Academic,3.0,2.0,0.0903886712865321,0.6666666666666666,0.0020181634712411706,2.0385489608496674e-06,2016.0,2022.0,Terminator,7.0,0.42857142857142855
1781,University Of Jilin,China,Asia,Academic,1.0,1.0,0.030129557095510694,1.0,,,2020.0,2020.0,Transient,1.0,1.0
1782,University Of Jinan,China,Asia,Academic,6.0,13.0,0.1807773425730642,2.1666666666666665,0.0010090817356205853,0.0,2018.0,2022.0,Terminator,5.0,1.2
1783,University Of Kansas State,United States,North America,Academic,2.0,0.0,0.06025911419102139,0.0,,,2022.0,2022.0,Transient,1.0,2.0
1784,University Of Keio,Japan,Asia,Academic,4.0,0.0,0.12051822838204278,0.0,0.005045408678102927,0.0016573403051707797,2016.0,2022.0,Terminator,7.0,0.5714285714285714
1785,University Of Kobe National University Corp.,Japan,Asia,Academic,1.0,7.0,0.030129557095510694,7.0,,,2017.0,2017.0,Transient,1.0,1.0
1786,University Of Korea Research & Business Foundation,South Korea,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,,,2023.0,2023.0,Newcomer,1.0,2.0
1787,University Of Kurume,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1788,University Of Kyoto,Japan,Asia,Academic,6.0,18.0,0.1807773425730642,3.0,0.006054490413723511,0.008148080196516121,2016.0,2021.0,Terminator,6.0,1.0
1789,University Of Kyushu,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
1790,University Of Kyushu Nat University Corp,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2022.0,2022.0,Transient,1.0,1.0
1791,University Of Lanzhou Second Hospital,China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2022.0,2023.0,Continuant,2.0,1.0
1792,University Of Lausanne,Switzerland,Europe,Academic,1.0,3.0,0.030129557095510694,3.0,,,2019.0,2019.0,Transient,1.0,1.0
1793,University Of Laval,Canada,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2021.0,2021.0,Transient,1.0,1.0
1794,University Of Liaocheng,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1795,University Of Linyi,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1796,University Of Louisville Research Foundation Inc.,United States,North America,Academic,4.0,4.0,0.12051822838204278,1.0,0.005045408678102927,0.0,2016.0,2021.0,Terminator,6.0,0.6666666666666666
1797,University Of Louvain,Belgium,Europe,Academic,2.0,1.0,0.06025911419102139,0.5,,,2019.0,2019.0,Transient,1.0,2.0
1798,University Of Macau,Macau,Asia,Academic,2.0,5.0,0.06025911419102139,2.5,0.0010090817356205853,0.0,2021.0,2022.0,Terminator,2.0,1.0
1799,"University Of Macau, Science & Technology",Macau,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,,,2018.0,2021.0,Terminator,4.0,0.5
1800,University Of Mainz,Germany,Europe,Academic,1.0,2.0,0.030129557095510694,2.0,,,2018.0,2018.0,Transient,1.0,1.0
1801,University Of Malaga,Spain,Europe,Academic,2.0,2.0,0.06025911419102139,1.0,0.0020181634712411706,0.0,2020.0,2023.0,Continuant,4.0,0.5
1802,University Of Maryland,United States,North America,Academic,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2019.0,2022.0,Terminator,4.0,0.5
1803,University Of Massachusetts,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1804,University Of Michigan Regents,United States,North America,Academic,2.0,2.0,0.06025911419102139,1.0,,,2020.0,2021.0,Terminator,2.0,1.0
1805,University Of Mie,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1806,University Of Missouri,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.004036326942482341,0.0,2022.0,2022.0,Transient,1.0,1.0
1807,University Of Miyazaki,Japan,Asia,Academic,2.0,2.0,0.06025911419102139,1.0,,,2019.0,2020.0,Terminator,2.0,1.0
1808,University Of Mudanjiang Medical,China,Asia,Academic,1.0,1.0,0.030129557095510694,1.0,,,2020.0,2020.0,Transient,1.0,1.0
1809,University Of Munich Ludwig Maximilians,Germany,Europe,Academic,,,,,,,,,University Of Munich Ludwig Maximilians,,
1810,University Of Nagasaki,Japan,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,0.0020181634712411706,0.0008296894270658147,2019.0,2021.0,Terminator,3.0,0.6666666666666666
1811,"University Of Nagoya, National University Corporation",Japan,Asia,Academic,1.0,2.0,0.030129557095510694,2.0,,,2019.0,2019.0,Transient,1.0,1.0
1812,University Of Nanjing,China,Asia,Academic,6.0,7.0,0.1807773425730642,1.1666666666666667,,,2018.0,2023.0,Continuant,6.0,1.0
1813,University Of Nanjing Posts & Telecommunications,China,Asia,Academic,1.0,2.0,0.030129557095510694,2.0,,,2021.0,2021.0,Transient,1.0,1.0
1814,University Of Nanjing Technology,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1815,University Of Nantes,France,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,1.0
1816,University Of Nantong,China,Asia,Academic,3.0,5.0,0.0903886712865321,1.6666666666666667,,,2019.0,2023.0,Continuant,5.0,0.6
1817,"University Of Natural Sciences, Chonnam Industrial Foundation",South Korea,Asia,Academic,4.0,0.0,0.12051822838204278,0.0,0.0020181634712411706,2.0385489608496674e-06,2021.0,2022.0,Terminator,2.0,2.0
1818,University Of Navarra,Spain,Europe,Academic,1.0,1.0,0.030129557095510694,1.0,0.0020181634712411706,0.0,2019.0,2019.0,Transient,1.0,1.0
1819,University Of New York State Research Foundation,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2022.0,2022.0,Transient,1.0,1.0
1820,University Of Nice Sophia Antipolis,France,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2017.0,2017.0,Transient,1.0,1.0
1821,University Of Ningxia Medical,China,Asia,Academic,3.0,0.0,0.0903886712865321,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,3.0
1822,University Of North Carolina Chapel Hill,United States,North America,Academic,5.0,64.0,0.15064778547755348,12.8,,,2016.0,2023.0,Continuant,8.0,0.625
1823,University Of Ohio State Research Foundation,United States,North America,Academic,1.0,27.0,0.030129557095510694,27.0,,,2005.0,2005.0,Transient,1.0,1.0
1824,University Of Oklahoma,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1825,University Of Oregon Health & Science,United States,North America,Academic,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1826,University Of Osaka,Japan,Asia,Academic,7.0,3.0,0.21090689966857487,0.42857142857142855,0.006054490413723511,0.005750746618556912,2017.0,2023.0,Continuant,7.0,1.0
1827,University Of Paris Descartes,France,Europe,Academic,3.0,5.0,0.0903886712865321,1.6666666666666667,0.010090817356205853,1.2027438869013037e-05,2017.0,2020.0,Terminator,4.0,0.75
1828,University Of Paris Diderot - Paris 7,France,Europe,Academic,3.0,9.0,0.0903886712865321,3.0,0.008072653884964682,3.533484865472757e-06,2017.0,2019.0,Terminator,3.0,1.0
1829,University Of Paris Sud,France,Europe,Academic,3.0,4.0,0.0903886712865321,1.3333333333333333,0.008072653884964682,0.0014806660618971415,2015.0,2020.0,Terminator,6.0,0.5
1830,University Of Paris Val De Marne,France,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.004036326942482341,0.0,2020.0,2020.0,Transient,1.0,1.0
1831,University Of Paris Xiii - Paris Nord,France,Europe,Academic,1.0,3.0,0.030129557095510694,3.0,0.006054490413723511,0.0,2019.0,2019.0,Transient,1.0,1.0
1832,University Of Paris-Saclay,France,Europe,Academic,2.0,0.0,0.06025911419102139,0.0,0.0030272452068617556,0.0,2022.0,2023.0,Continuant,2.0,1.0
1833,University Of Pennsylvania,United States,North America,Academic,7.0,15.0,0.21090689966857487,2.142857142857143,0.004036326942482341,0.0057222069331050165,2016.0,2022.0,Terminator,7.0,1.0
1834,University Of Pittsburgh,United States,North America,Academic,1.0,1.0,0.030129557095510694,1.0,,,2021.0,2021.0,Transient,1.0,1.0
1835,"University Of Pittsburgh, Commonwealth System Of Higher Education",United States,North America,Academic,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2021.0,2022.0,Terminator,2.0,1.0
1836,University Of Qingdao,China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,,,2021.0,2023.0,Continuant,3.0,0.6666666666666666
1837,University Of Qingdao Science & Technology,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1838,University Of Qinghai Nationalities,China,Asia,Academic,10.0,2.0,0.30129557095510695,0.2,,,2020.0,2020.0,Transient,1.0,10.0
1839,University Of Ramot,Israel,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1840,University Of Rice William M.,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2020.0,2020.0,Transient,1.0,1.0
1841,University Of Science And Technology China,China,Asia,Academic,2.0,1.0,0.06025911419102139,0.5,,,2021.0,2023.0,Continuant,3.0,0.6666666666666666
1842,University Of Science Tokyo,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1843,University Of Shandong,China,Asia,Academic,4.0,3.0,0.12051822838204278,0.75,0.0010090817356205853,0.0,2019.0,2022.0,Terminator,4.0,1.0
1844,University Of Shandong 2Nd Hospital,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1845,University Of Shanghai,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
1846,University Of Shanghai Jiaotong,China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,,,2021.0,2022.0,Terminator,2.0,1.0
1847,University Of Shanghai Technology,China,Asia,Academic,1.0,4.0,0.030129557095510694,4.0,,,2018.0,2018.0,Transient,1.0,1.0
1848,University Of Shanghai Traditional Chinese Medicine,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1849,University Of Shenyang Pharmaceutical,China,Asia,Academic,3.0,4.0,0.0903886712865321,1.3333333333333333,,,2021.0,2021.0,Transient,1.0,3.0
1850,University Of Sichuan,China,Asia,Academic,4.0,4.0,0.12051822838204278,1.0,,,2019.0,2023.0,Continuant,5.0,0.8
1851,University Of Soochow,China,Asia,Academic,4.0,6.0,0.12051822838204278,1.5,,,2020.0,2023.0,Continuant,4.0,1.0
1852,University Of South China Normal,China,Asia,Academic,1.0,3.0,0.030129557095510694,3.0,,,2019.0,2019.0,Transient,1.0,1.0
1853,University Of South China Technology,China,Asia,Academic,5.0,0.0,0.15064778547755348,0.0,0.0010090817356205853,0.0,2021.0,2023.0,Continuant,3.0,1.6666666666666667
1854,University Of South Florida,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1855,University Of Southampton,United Kingdom,Europe,Academic,2.0,3.0,0.06025911419102139,1.5,0.0020181634712411706,2.0385489608496674e-06,2020.0,2020.0,Transient,1.0,2.0
1856,University Of Southeast,China,Asia,Academic,1.0,19.0,0.030129557095510694,19.0,,,2018.0,2018.0,Transient,1.0,1.0
1857,University Of Southern California,United States,North America,Academic,5.0,5.0,0.15064778547755348,1.0,,,2018.0,2023.0,Continuant,6.0,0.8333333333333334
1858,University Of Southern Science & Technology,China,Asia,Academic,1.0,5.0,0.030129557095510694,5.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1859,University Of Suzhou,China,Asia,Academic,3.0,21.0,0.0903886712865321,7.0,,,2017.0,2019.0,Terminator,3.0,1.0
1860,University Of Taipei Medical,Taiwan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1861,University Of Texas,United States,North America,Academic,40.0,43.0,1.2051822838204278,1.075,0.016145307769929364,0.05261206073516877,2015.0,2022.0,Terminator,8.0,5.0
1862,University Of Tianjin,China,Asia,Academic,2.0,2.0,0.06025911419102139,1.0,,,2019.0,2019.0,Transient,1.0,2.0
1863,University Of Tohoku,Japan,Asia,Academic,7.0,4.0,0.21090689966857487,0.5714285714285714,0.0010090817356205853,0.0,2017.0,2023.0,Continuant,7.0,1.0
1864,University Of Tokushima,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,1.0
1865,University Of Tokyo,Japan,Asia,Academic,7.0,5.0,0.21090689966857487,0.7142857142857143,0.005045408678102927,0.0016573403051707797,2015.0,2022.0,Terminator,8.0,0.875
1866,University Of Tongji,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1867,University Of Toulouse 3 Paul Sabatier,France,Europe,Academic,3.0,0.0,0.0903886712865321,0.0,0.004036326942482341,2.0385489608496674e-06,2019.0,2023.0,Continuant,5.0,0.6
1868,University Of Tsinghua,China,Asia,Academic,4.0,4.0,0.12051822838204278,1.0,0.0020181634712411706,2.0385489608496674e-06,2018.0,2022.0,Terminator,5.0,0.8
1869,University Of Tsukuba,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1870,"University Of Tübingen, Medizinische Fakultät",Germany,Europe,Academic,2.0,0.0,0.06025911419102139,0.0,,,2021.0,2022.0,Terminator,2.0,1.0
1871,University Of Ulsan Foundation For Industrial Cooperation,South Korea,Asia,Academic,6.0,2.0,0.1807773425730642,0.3333333333333333,0.0020181634712411706,0.0,2020.0,2021.0,Terminator,2.0,3.0
1872,University Of Utah Research Foundation,United States,North America,Academic,2.0,0.0,0.06025911419102139,0.0,,,2020.0,2023.0,Continuant,4.0,0.5
1873,University Of Versailles Saint-Quentin-En-Yvelines,France,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1874,University Of Vienna,Austria,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2020.0,2020.0,Transient,1.0,1.0
1875,University Of Vienna Medical School,Austria,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2020.0,2020.0,Transient,1.0,1.0
1876,University Of Virginia Patent Foundation,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1877,University Of Washington,United States,North America,Academic,2.0,3.0,0.06025911419102139,1.5,0.0010090817356205853,0.0,2020.0,2021.0,Terminator,2.0,1.0
1878,University Of Western Australia,Australia,Europe,Academic,3.0,21.0,0.0903886712865321,7.0,0.0010090817356205853,0.0,2015.0,2021.0,Terminator,7.0,0.42857142857142855
1879,"University Of Wuerzburg, Julius-Maximilians-Universität",Germany,Europe,Academic,2.0,1.0,0.06025911419102139,0.5,,,2016.0,2016.0,Transient,1.0,2.0
1880,University Of Wuhan Science & Technology,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1881,University Of Xian Peihua,China,Asia,Academic,1.0,5.0,0.030129557095510694,5.0,,,2018.0,2018.0,Transient,1.0,1.0
1882,University Of Zhejiang,China,Asia,Academic,8.0,1.0,0.24103645676408555,0.125,0.0020181634712411706,2.0385489608496674e-06,2019.0,2022.0,Terminator,4.0,2.0
1883,University Of Zhejiang Chinese Medical,China,Asia,Academic,1.0,1.0,0.030129557095510694,1.0,,,2021.0,2021.0,Transient,1.0,1.0
1884,University Of Zhejiang Science & Technology,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1885,University Of Zhejiang Technology,China,Asia,Academic,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
1886,University Of Zhengzhou,China,Asia,Academic,5.0,58.0,0.15064778547755348,11.6,0.0010090817356205853,0.0,2013.0,2023.0,Continuant,11.0,0.45454545454545453
1887,University Of Zhongshan,China,Asia,Academic,4.0,1.0,0.12051822838204278,0.25,0.0010090817356205853,0.0,2022.0,2023.0,Continuant,2.0,2.0
1888,University Of Zurich,Switzerland,Europe,Academic,8.0,20.0,0.24103645676408555,2.5,0.004036326942482341,3.6693881295294014e-05,2011.0,2022.0,Terminator,12.0,0.6666666666666666
1889,Universität Zürich Prorektorat Mnw,Switzerland,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,,,2017.0,2017.0,Transient,1.0,1.0
1890,Université Claude Bernard Lyon 1,France,Europe,Academic,2.0,0.0,0.06025911419102139,0.0,0.005045408678102927,5.096372402124169e-07,2018.0,2019.0,Terminator,2.0,1.0
1891,Université De Paris,France,Europe,Academic,1.0,2.0,0.030129557095510694,2.0,0.0020181634712411706,0.0,2020.0,2020.0,Transient,1.0,1.0
1892,Université Paul Sabatier Toulouse Iii,France,Europe,Academic,2.0,31.0,0.06025911419102139,15.5,0.0020181634712411706,0.0,2017.0,2017.0,Transient,1.0,2.0
1893,Université Sorbonne,France,Europe,Academic,4.0,5.0,0.12051822838204278,1.25,0.009081735620585268,2.222018367326137e-05,2017.0,2020.0,Terminator,4.0,1.0
1894,Urogen Pharma Ltd.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1895,Us Health,United States,North America,Governmental,9.0,40.0,0.27116601385959627,4.444444444444445,0.011099899091826439,0.00576093936336116,2006.0,2023.0,Continuant,18.0,0.5
1896,Usi Bajolodzhiks Shankhaj Ko Ltd.,Russia,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2016.0,2016.0,Transient,1.0,1.0
1897,Ustav Organicke Chemie A Biochemie Av Cr V V I,Czech Republic,Europe,Academic,1.0,9.0,0.030129557095510694,9.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
1898,Uti Lp,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1899,Vaccibody A/S,Norway,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
1900,Vaccinex Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2014.0,2014.0,Transient,1.0,1.0
1901,Vaddady Venkata Naga Ratna Pavan Kumar,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.007063572149344097,0.0,2022.0,2022.0,Transient,1.0,1.0
1902,Vaknin Ilan,,,Individual,2.0,0.0,0.06025911419102139,0.0,0.008072653884964682,0.00015656056019325328,2022.0,2022.0,Transient,1.0,2.0
1903,Val Chum Lp,Canada,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2021.0,2021.0,Transient,1.0,1.0
