,Inventor,Patent Count,Total Citations,Percentage of Total Patents,Average Citation Count,Degree Centrality,Betweenness Centrality,First Year,Last Year,2023 Classification,Duration (Years),Mean Patents/Year
8919,Zhang Wei,2.0,0.0,0.06027727546714888,0.0,0.002092280585838564,0.0006786935204306615,2020.0,2021.0,Terminator,2.0,1.0
8920,Zhang Weidong,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
8921,Zhang Wen,4.0,5.0,0.12055455093429776,1.25,0.001211320339169695,0.0012286074057126992,2019.0,2022.0,Terminator,4.0,1.0
8922,Zhang Wenhua,1.0,0.0,0.03013863773357444,0.0,0.0016518004625041295,0.0,2022.0,2022.0,Transient,1.0,1.0
8923,Zhang Wenjun,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
8924,Zhang Wenling,2.0,0.0,0.06027727546714888,0.0,0.001872040524171347,0.00016967753053837758,2023.0,2023.0,Newcomer,1.0,2.0
8925,Zhang Wenqiang,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8926,Zhang Xia,2.0,0.0,0.06027727546714888,0.0,0.0006607201850016519,1.649374911164182e-06,2019.0,2021.0,Terminator,3.0,0.6666666666666666
8927,Zhang Xiangyu,2.0,1.0,0.06027727546714888,0.5,0.0008809602466688691,1.455330803968396e-08,2021.0,2022.0,Terminator,2.0,1.0
8928,Zhang Xianrong,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
8929,Zhang Xianzhong,1.0,3.0,0.03013863773357444,3.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
8930,Zhang Xiaobo,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
8931,Zhang Xiaofei,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2020.0,2020.0,Transient,1.0,1.0
8932,Zhang Xiaohong,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2018.0,2018.0,Transient,1.0,1.0
8933,Zhang Xiaojiao,2.0,0.0,0.06027727546714888,0.0,0.0006607201850016519,0.0,2022.0,2022.0,Transient,1.0,2.0
8934,Zhang Xiaojing,2.0,0.0,0.06027727546714888,0.0,0.0009910802775024777,0.0005813267773114588,2021.0,2022.0,Terminator,2.0,1.0
8935,Zhang Xiaojuan,3.0,0.0,0.09041591320072333,0.0,0.0015416804316705209,4.526078800341379e-05,2021.0,2022.0,Terminator,2.0,1.5
8936,Zhang Xiaojun,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2022.0,2022.0,Transient,1.0,1.0
8937,Zhang Xiaolei,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
8938,Zhang Xiaoqing,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
8939,Zhang Xiaosong,2.0,1.0,0.06027727546714888,0.5,0.0011012003083360864,1.6170342266315515e-08,2020.0,2020.0,Transient,1.0,2.0
8940,Zhang Xiaotian,3.0,1.0,0.09041591320072333,0.3333333333333333,0.0022024006166721727,0.0010818229871420093,2021.0,2022.0,Terminator,2.0,1.5
8941,Zhang Xiaowei,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2022.0,2022.0,Transient,1.0,1.0
8942,Zhang Xiaoyan,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
8943,Zhang Xin,3.0,0.0,0.09041591320072333,0.0,0.0017619204933377382,0.001652091528664923,2021.0,2022.0,Terminator,2.0,1.5
8944,Zhang Xinhua,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2016.0,2016.0,Transient,1.0,1.0
8945,Zhang Xiquan,26.0,13.0,0.7836045810729355,0.5,0.007708402158352605,0.016211153364909536,2016.0,2023.0,Continuant,8.0,3.25
8946,Zhang Xu,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8947,Zhang Xuanbo,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
8948,Zhang Xuesai,2.0,4.0,0.06027727546714888,2.0,0.00033036009250082593,0.0,2021.0,2022.0,Terminator,2.0,1.0
8949,Zhang Xueyan,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
8950,Zhang Xuhui,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,1.0
8951,Zhang Xunmin,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2021.0,2021.0,Transient,1.0,1.0
8952,Zhang Xuyao,1.0,2.0,0.03013863773357444,2.0,0.0009910802775024777,0.0,2016.0,2016.0,Transient,1.0,1.0
8953,Zhang Yalin,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8954,Zhang Yan,6.0,1.0,0.18083182640144665,0.16666666666666666,0.002753000770840216,0.0026571622219268972,2019.0,2023.0,Continuant,5.0,1.2
8955,Zhang Yanfang,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2017.0,2017.0,Transient,1.0,1.0
8956,Zhang Yanli,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,1.0
8957,Zhang Yanting,3.0,0.0,0.09041591320072333,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,3.0
8958,Zhang Yanzhen,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
8959,Zhang Yao,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2017.0,2017.0,Transient,1.0,1.0
8960,Zhang Yi,5.0,1.0,0.1506931886678722,0.2,0.001872040524171347,0.000904997460447747,2017.0,2022.0,Terminator,6.0,0.8333333333333334
8961,Zhang Yihong,1.0,3.0,0.03013863773357444,3.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
8962,Zhang Ying,5.0,1.0,0.1506931886678722,0.2,0.0022024006166721727,0.0009131633898875675,2017.0,2022.0,Terminator,6.0,0.8333333333333334
8963,Zhang Yingjie,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
8964,Zhang Yingjun,1.0,18.0,0.03013863773357444,18.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
8965,Zhang Yingshu,1.0,6.0,0.03013863773357444,6.0,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,1.0
8966,Zhang Yiwei,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
8967,Zhang Yiyi,1.0,2.0,0.03013863773357444,2.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
8968,Zhang Yizhe,2.0,75.0,0.06027727546714888,37.5,0.0007708402158352604,3.7777962119679615e-05,2013.0,2014.0,Terminator,2.0,1.0
8969,Zhang Yong,4.0,0.0,0.12055455093429776,0.0,0.0019821605550049554,0.001924992131927963,2018.0,2023.0,Continuant,6.0,0.6666666666666666
8970,Zhang Yonghui,2.0,4.0,0.06027727546714888,2.0,0.0009910802775024777,7.276654019841981e-07,2018.0,2019.0,Terminator,2.0,1.0
8971,Zhang Yongqu,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8972,Zhang Yongxian,6.0,4.0,0.18083182640144665,0.6666666666666666,0.0007708402158352604,0.0,2019.0,2023.0,Continuant,5.0,1.2
8973,Zhang Yu,10.0,5.0,0.3013863773357444,0.5,0.0044048012333443454,0.006934350503124392,2020.0,2023.0,Continuant,4.0,2.5
8974,Zhang Yuansheng,1.0,3.0,0.03013863773357444,3.0,0.0013214403700033037,0.0,2019.0,2019.0,Transient,1.0,1.0
8975,Zhang Yuanyuan,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
8976,Zhang Yuchen,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8977,Zhang Yue,3.0,2.0,0.09041591320072333,0.6666666666666666,0.0015416804316705209,0.0013308064051738727,2021.0,2023.0,Continuant,3.0,1.0
8978,Zhang Yueru,3.0,8.0,0.09041591320072333,2.6666666666666665,0.0005506001541680432,8.415183646557354e-05,2015.0,2021.0,Terminator,7.0,0.42857142857142855
8979,Zhang Yujie,1.0,4.0,0.03013863773357444,4.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
8980,Zhang Yun,3.0,37.0,0.09041591320072333,12.333333333333334,0.0016518004625041295,0.0008861404230426945,2017.0,2019.0,Terminator,3.0,1.0
8981,Zhang Yuping,1.0,2.0,0.03013863773357444,2.0,0.0007708402158352604,0.0,2020.0,2020.0,Transient,1.0,1.0
8982,Zhang Yuqian,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
8983,Zhang Yuyun,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2021.0,2021.0,Transient,1.0,1.0
8984,Zhang Zemin,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
8985,Zhang Zhao,4.0,0.0,0.12055455093429776,0.0,0.0009910802775024777,0.0019069110253203676,2021.0,2022.0,Terminator,2.0,2.0
8986,Zhang Zhe,2.0,0.0,0.06027727546714888,0.0,0.0006607201850016519,0.0,2022.0,2022.0,Transient,1.0,2.0
8987,Zhang Zhefeng,2.0,0.0,0.06027727546714888,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,2.0
8988,Zhang Zhen,3.0,0.0,0.09041591320072333,0.0,0.001872040524171347,0.0003134257015624296,2022.0,2023.0,Continuant,2.0,1.5
8989,Zhang Zhenfeng,1.0,1.0,0.03013863773357444,1.0,0.0007708402158352604,0.0,2022.0,2022.0,Transient,1.0,1.0
8990,Zhang Zhengping,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2018.0,2018.0,Transient,1.0,1.0
8991,Zhang Zhengyan,3.0,1.0,0.09041591320072333,0.3333333333333333,0.0005506001541680432,7.550741321256029e-05,2022.0,2022.0,Transient,1.0,3.0
8992,Zhang Zhewen,1.0,3.0,0.03013863773357444,3.0,0.0005506001541680432,0.0,2016.0,2016.0,Transient,1.0,1.0
8993,Zhang Zhiping,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
8994,Zhang Zhongxing,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
8995,Zhang Zhongya,1.0,3.0,0.03013863773357444,3.0,0.0006607201850016519,0.0,2013.0,2013.0,Transient,1.0,1.0
8996,Zhang Ziwen,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8997,Zhang Ziying,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
8998,Zhang Zongliang,1.0,1.0,0.03013863773357444,1.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
8999,Zhang Zuoguang,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,1.0
9000,Zhao An,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9001,Zhao Baowei,2.0,3.0,0.06027727546714888,1.5,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,2.0
9002,Zhao Bo,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
9003,Zhao Ezi,2.0,9.0,0.06027727546714888,4.5,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,2.0
9004,Zhao Feilong,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2022.0,2022.0,Transient,1.0,1.0
9005,Zhao Gui,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
9006,Zhao Guo-Rui,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2020.0,2020.0,Transient,1.0,1.0
9007,Zhao Haitao,1.0,2.0,0.03013863773357444,2.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
9008,Zhao Han,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
9009,Zhao Hao,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
9010,Zhao Haodi,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
9011,Zhao Hongzhi,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2020.0,2020.0,Transient,1.0,1.0
9012,Zhao Jean,1.0,5.0,0.03013863773357444,5.0,0.00033036009250082593,0.0,2018.0,2018.0,Transient,1.0,1.0
9013,Zhao Jian,2.0,4.0,0.06027727546714888,2.0,0.00022024006166721728,0.0,2019.0,2021.0,Terminator,3.0,0.6666666666666666
9014,Zhao Jianfu,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2021.0,2021.0,Transient,1.0,1.0
9015,Zhao Jie,6.0,35.0,0.18083182640144665,5.833333333333333,0.002863120801673825,0.003290562415123501,2014.0,2022.0,Terminator,9.0,0.6666666666666666
9016,Zhao Jing,3.0,1.0,0.09041591320072333,0.3333333333333333,0.0017619204933377382,0.00113004011376806,2020.0,2020.0,Transient,1.0,3.0
9017,Zhao Jinkai,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
9018,Zhao Kaidi,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2018.0,2018.0,Transient,1.0,1.0
9019,Zhao Kehao,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
9020,Zhao Le,2.0,34.0,0.06027727546714888,17.0,0.001211320339169695,1.3855489877239292e-05,2014.0,2018.0,Terminator,5.0,0.4
9021,Zhao Li-Wen,5.0,14.0,0.1506931886678722,2.8,0.002092280585838564,0.0012690550570181253,2018.0,2022.0,Terminator,5.0,1.0
9022,Zhao Lianqi,2.0,0.0,0.06027727546714888,0.0,0.0008809602466688691,0.0,2020.0,2021.0,Terminator,2.0,1.0
9023,Zhao Lili,5.0,5.0,0.1506931886678722,1.0,0.0014315604008369124,7.558017975275868e-05,2018.0,2020.0,Terminator,3.0,1.6666666666666667
9024,Zhao Lin,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9025,Zhao Meng,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2021.0,2021.0,Transient,1.0,1.0
9026,Zhao Menglian,1.0,1.0,0.03013863773357444,1.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
9027,Zhao Peipei,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
9028,Zhao Qi,5.0,10.0,0.1506931886678722,2.0,0.0009910802775024777,0.0009043789448560605,2018.0,2020.0,Terminator,3.0,1.6666666666666667
9029,Zhao Qian,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9030,Zhao Qiang,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2021.0,2021.0,Transient,1.0,1.0
9031,Zhao Qianqian,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
9032,Zhao Qihong,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
9033,Zhao Qing,4.0,38.0,0.12055455093429776,9.5,0.0022024006166721727,0.0040246368895500775,2017.0,2019.0,Terminator,3.0,1.3333333333333333
9034,Zhao Ronghua,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
9035,Zhao Ruocong,1.0,7.0,0.03013863773357444,7.0,0.0005506001541680432,0.0,2018.0,2018.0,Transient,1.0,1.0
9036,Zhao Shulin,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9037,Zhao Siqi,2.0,0.0,0.06027727546714888,0.0,0.0013214403700033037,1.0780228177543674e-08,2022.0,2022.0,Transient,1.0,2.0
9038,Zhao Tao,2.0,14.0,0.06027727546714888,7.0,0.0006607201850016519,0.0,2016.0,2016.0,Transient,1.0,2.0
9039,Zhao Wei,8.0,12.0,0.24110910186859552,1.5,0.004184561171677128,0.0023978266544184158,2016.0,2023.0,Continuant,8.0,1.0
9040,Zhao Weili,3.0,1.0,0.09041591320072333,0.3333333333333333,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,3.0
9041,Zhao Xia,3.0,2.0,0.09041591320072333,0.6666666666666666,0.00011012003083360864,0.0,2021.0,2022.0,Terminator,2.0,1.5
9042,Zhao Xiaochen,2.0,0.0,0.06027727546714888,0.0,0.00242264067833939,0.0008289806814537979,2021.0,2022.0,Terminator,2.0,1.0
9043,Zhao Xijuan,1.0,22.0,0.03013863773357444,22.0,0.00033036009250082593,0.0,2014.0,2014.0,Transient,1.0,1.0
9044,Zhao Xinhua,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2021.0,2021.0,Transient,1.0,1.0
9045,Zhao Xinyan,2.0,0.0,0.06027727546714888,0.0,0.0011012003083360864,0.0005954122886440129,2021.0,2023.0,Continuant,3.0,0.6666666666666666
9046,Zhao Yalong,1.0,1.0,0.03013863773357444,1.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
9047,Zhao Yancheng,4.0,0.0,0.12055455093429776,0.0,0.001211320339169695,0.00018885342732829886,2021.0,2023.0,Continuant,3.0,1.3333333333333333
9048,Zhao Yang,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
9049,Zhao Yifang,4.0,4.0,0.12055455093429776,1.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,4.0
9050,Zhao Ying,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
9051,Zhao Yizhuo,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
9052,Zhao Yongxiang,4.0,32.0,0.12055455093429776,8.0,0.00011012003083360864,0.0,2016.0,2016.0,Transient,1.0,4.0
9053,Zhao Yuanyuan,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2022.0,2022.0,Transient,1.0,1.0
9054,Zhao Yue,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2021.0,2021.0,Transient,1.0,1.0
9055,Zhao Zepu,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9056,Zhao Zhenguo,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2020.0,2020.0,Transient,1.0,1.0
9057,Zhao Zhenzhen,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
9058,Zhao Zhiming,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,1.0
9059,Zhao Zihao,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9060,Zhao Zilong,1.0,8.0,0.03013863773357444,8.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
9061,Zharkikh Andrey,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
9062,Zhaxiji,1.0,1.0,0.03013863773357444,1.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
9063,Zhen Mingming,1.0,3.0,0.03013863773357444,3.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
9064,Zheng Biyuan,2.0,0.0,0.06027727546714888,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,2.0
9065,Zheng Chunli,2.0,0.0,0.06027727546714888,0.0,0.0007708402158352604,3.771732333618093e-05,2018.0,2018.0,Transient,1.0,2.0
9066,Zheng Feijian,1.0,1.0,0.03013863773357444,1.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
9067,Zheng Han,1.0,2.0,0.03013863773357444,2.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
9068,Zheng Jiahui,1.0,0.0,0.03013863773357444,0.0,0.0016518004625041295,0.0,2022.0,2022.0,Transient,1.0,1.0
9069,Zheng Kangdi,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
9070,Zheng Lei,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9071,Zheng Lijun,3.0,0.0,0.09041591320072333,0.0,0.0013214403700033037,1.6762292295707415e-07,2022.0,2023.0,Continuant,2.0,1.5
9072,Zheng Limin,2.0,5.0,0.06027727546714888,2.5,0.00044048012333443455,4.802591653095707e-06,2020.0,2020.0,Transient,1.0,2.0
9073,Zheng Lixue,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
9074,Zheng Pan,6.0,27.0,0.18083182640144665,4.5,0.0013214403700033037,0.0001174136568196426,2005.0,2022.0,Terminator,18.0,0.3333333333333333
9075,Zheng Quan,1.0,1.0,0.03013863773357444,1.0,,,2019.0,2019.0,Transient,1.0,1.0
9076,Zheng Shanshan,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9077,Zheng Shuai,1.0,2.0,0.03013863773357444,2.0,0.0009910802775024777,0.0,2020.0,2020.0,Transient,1.0,1.0
9078,Zheng Songlin,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,1.0
9079,Zheng Songyan,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9080,Zheng Sufei,2.0,0.0,0.06027727546714888,0.0,0.0006607201850016519,1.2127756699736634e-08,2022.0,2023.0,Continuant,2.0,1.0
9081,Zheng Timothy,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
9082,Zheng Wen,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
9083,Zheng Wenyun,2.0,3.0,0.06027727546714888,1.5,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,2.0
9084,Zheng Xiaochun,1.0,1.0,0.03013863773357444,1.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
9085,Zheng Xiaojun,2.0,0.0,0.06027727546714888,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,2.0
9086,Zheng Xiaoman,1.0,3.0,0.03013863773357444,3.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
9087,Zheng Yi,2.0,7.0,0.06027727546714888,3.5,0.00044048012333443455,8.085171133157756e-09,2014.0,2016.0,Terminator,3.0,0.6666666666666666
9088,Zheng Yijing,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
9089,Zheng Yiran,1.0,2.0,0.03013863773357444,2.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
9090,Zheng Yong,10.0,141.0,0.3013863773357444,14.1,0.0011012003083360864,1.606927762715104e-06,2015.0,2020.0,Terminator,6.0,1.6666666666666667
9091,Zheng Yujia,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9092,Zheng Yuncheng,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
9093,Zheng Zaihao,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
9094,Zhenhua Wu,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2011.0,2011.0,Transient,1.0,1.0
9095,Zhenyan Huang,1.0,2.0,0.03013863773357444,2.0,0.00033036009250082593,0.0,2010.0,2010.0,Transient,1.0,1.0
9096,Zhi Fachao,2.0,4.0,0.06027727546714888,2.0,0.0005506001541680432,1.9303346080414156e-07,2022.0,2022.0,Transient,1.0,2.0
9097,Zhong Diansheng,3.0,38.0,0.09041591320072333,12.666666666666666,0.0014315604008369124,1.1416664526831303e-05,2017.0,2017.0,Transient,1.0,3.0
9098,Zhong Hua,3.0,6.0,0.09041591320072333,2.0,0.001872040524171347,0.00042595107080815224,2019.0,2021.0,Terminator,3.0,1.0
9099,Zhong Judy,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
9100,Zhong Qin,1.0,5.0,0.03013863773357444,5.0,0.0009910802775024777,0.0,2016.0,2016.0,Transient,1.0,1.0
9101,Zhong Shan,3.0,3.0,0.09041591320072333,1.0,0.0017619204933377382,0.0005192089668739496,2018.0,2022.0,Terminator,5.0,0.6
9102,Zhong Wukun,1.0,2.0,0.03013863773357444,2.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
9103,Zhong Zhiyuan,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9104,Zhong Ziyang,1.0,11.0,0.03013863773357444,11.0,0.00033036009250082593,0.0,2017.0,2017.0,Transient,1.0,1.0
9105,Zhou Bo,1.0,0.0,0.03013863773357444,0.0,0.001872040524171347,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9106,Zhou Caicun,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
9107,Zhou Changyou,1.0,10.0,0.03013863773357444,10.0,0.0009910802775024777,0.0,2017.0,2017.0,Transient,1.0,1.0
9108,Zhou Fang,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
9109,Zhou Feifan,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
9110,Zhou Fusheng,1.0,12.0,0.03013863773357444,12.0,0.001211320339169695,0.0,2018.0,2018.0,Transient,1.0,1.0
9111,Zhou Grace Guoying,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
