,Application Year,Lens ID,Applicant
3989,2011,161-454-733-792-063,Schering Corporation
3990,2011,161-454-733-792-063,Gregory John Carven
3991,2011,161-454-733-792-063,Gradus Johannes Dulos
3992,2011,161-454-733-792-063,Jeroen Elassaiss-Schaap
3993,2011,161-454-733-792-063,Msd Oss Bv
3994,2020,066-681-058-749-526,Kanishk Sinha
3995,2022,047-694-765-770-870,Advantigen Biosciences Llc
3996,2022,047-694-765-770-870,Fred Hyde
3997,2018,006-376-542-089-77X,Shanghai Hengrui Pharmaceutical Co. Ltd.
3998,2018,006-376-542-089-77X,Jiangsu Hengrui Medicine Co. Ltd.
3999,2017,016-322-017-974-657,Wistar Institute
4000,2021,122-575-840-464-715,Duke University
4001,2016,092-813-352-001-177,University Of Kyoto
4002,2020,195-908-189-445-785,University Of East China Science & Technology
4003,2007,073-804-451-787-394,Welson Pharmaceuticals Inc
4004,2007,073-804-451-787-394,Le Sun
4005,2020,107-901-605-550-362,Nant Holdings Ip Llc
4006,2020,107-901-605-550-362,Etubics Corporation
4007,2020,107-901-605-550-362,Nantcell Inc.
4008,2022,076-565-926-333-286,The Second Affiliated Hospital Of Guangzhou Medical University
4009,2007,133-863-887-137-514,Le Sun
4010,2020,198-908-906-564-197,Shandong First Medical University & Shandong Academy Of Medical Sciences
4011,2018,173-589-268-748-561,Tiziana Life Sciences Plc
4012,2021,057-959-276-928-765,Atio Biotherapeutics Inc
4013,2022,144-244-687-594-645,University Of Zhongshan
4014,2021,080-937-468-020-993,Aetio Biotherapy Inc
4015,2017,136-542-575-453-421,University Of Suzhou
4016,2021,140-242-608-383-715,Wuhan University
4017,2019,005-089-678-283-709,The Fifth Medical Center Of Chinese Pla General Hospital
4018,2018,033-744-264-164-893,Sunshine Guojian Pharmaceutical Shanghai Co. Ltd.
4019,2003,159-143-509-750-678,Wyeth Corporation
4020,2003,159-143-509-750-678,Medimmune Ltd.
4021,2016,053-508-831-616-19X,Bristol Myers Squibb Co.
4022,2023,029-076-419-484-766,Arana Therapeutics Inc
4023,2023,029-076-419-484-766,Teva Pharmaceuticals Australia Pty Ltd
4024,2023,029-076-419-484-766,Cephalon Llc
4025,2020,163-467-256-822-236,Sansheng Natural Health Pharmaceutical Industry (Shanghai Stock Limited Company)
4026,2023,024-458-553-861-480,Zhejiang Chemtrue Biomedicine Co Ltd
4027,2021,028-891-159-530-547,Regeneron Pharmaceuticals Inc.
4028,2023,064-808-017-878-471,Biond Biologics Ltd
4029,2019,197-281-349-879-731,Bristol Myers Squibb Co.
4030,2013,103-721-310-602-758,Biocon Ltd
4031,2021,115-742-070-125-646,Dana-Farber Cancer Institute Inc.
4032,2020,159-404-442-999-382,Genentech Inc.
4033,2018,061-790-799-955-651,Signalrx Pharmaceuticals Inc
4034,2023,090-590-202-293-09X,Sagittarius Bio Inc
4035,2021,089-767-489-195-627,Mirati Therapeutics Inc
4036,2021,155-768-218-842-518,Tempus Labs Inc
4037,2021,169-458-490-724-136,Shattuck Labs Inc
4038,2018,054-408-299-946-819,Merck Sharp & Dohme Corp.
4039,2023,050-830-260-598-712,Tesaro Inc.
4040,2023,050-830-260-598-712,Merck Sharp & Dohme Corp.
4041,2018,005-130-931-811-344,Nant Holdings Ip Llc
4042,2018,005-130-931-811-344,Nantcell Inc.
4043,2019,169-242-053-249-602,Suzhou Shengdiya Biological Medicine Co. Ltd.
4044,2019,169-242-053-249-602,Jiangsu Hengrui Medicine Co. Ltd.
4045,2021,121-869-100-813-139,Bristol Myers Squibb Co.
4046,2020,056-418-932-551-743,Glaxosmithkline Ip Development Ltd.
4047,2020,056-418-932-551-743,Merck Sharp & Dohme Corp.
4048,2022,074-022-115-783-052,6J Biotechnology Hong Kong Ltd
4049,2022,074-022-115-783-052,University Of Hong Kong
4050,2021,126-135-371-481-358,Northwestern University
4051,2021,017-267-545-477-483,"Institute Of Organic Chemistry And Biochemistry, Czech Academy Of Sciences"
4052,2021,017-267-545-477-483,Johns Hopkins University
4053,2018,155-706-584-251-116,Shanghai Novamab Biopharmaceuticals Co. Ltd.
4054,2021,030-934-971-483-808,Shattuck Labs Inc
4055,2021,199-413-806-551-737,Cytosorbent Corporation
4056,2016,028-542-507-824-15X,Macrogenics Inc
4057,2021,095-439-679-622-823,Glaxosmithkline Ip Development Ltd.
4058,2018,112-529-092-895-041,Ono Pharmaceutical Co.
4059,2018,112-529-092-895-041,University Of California
4060,2021,007-459-191-388-558,Glaxosmithkline Ip Development Ltd.
4061,2021,161-854-066-858-892,Biosion Inc.
4062,2022,027-265-193-909-839,Akeso Biopharma Inc.
4063,2022,027-265-193-909-839,Akeso Pharmaceuticals Inc.
4064,2017,091-744-564-085-015,Cstone Pharmaceuticals Suzhou Co Ltd
4065,2017,091-744-564-085-015,Cstone Pharmaceuticals Shanghai Co Ltd
4066,2017,091-744-564-085-015,Cstone Pharmaceuticals
4067,2021,160-333-125-525-511,Askat Inc
4068,2019,004-666-283-325-477,Salubris Chengdu Biotechnology Co Ltd
4069,2021,073-520-316-101-56X,Surefire Medical Inc. (D.B.A. Trisalus Life Sciences)
4070,2021,073-520-316-101-56X,Merck Sharp & Dohme Corp.
4071,2021,021-179-869-141-083,Gigagen Inc
4072,2020,105-650-138-199-393,Chia Tai Tianqing Pharmaceutical Group Co. Ltd.
4073,2017,126-091-113-175-751,Tianjin Yaochen Industrial Development Co. Ltd.
4074,2005,021-945-741-631-120,University Of Ohio State Research Foundation
4075,2022,053-712-755-292-741,Regeneron Pharmaceuticals Inc.
4076,2022,142-885-783-619-942,Bristol Myers Squibb Co.
4077,2022,152-421-087-520-858,Seoul National University Hospital
4078,2022,152-421-087-520-858,Seoul National University Research & Development Foundation
4079,2023,101-436-133-231-320,University Of Oklahoma
4080,2020,019-357-279-918-208,Etherna Immunotherapies Nv
4081,2018,084-275-344-790-617,Duke University
4082,2021,034-573-236-829-301,Oncologica Uk Ltd
4083,2019,113-823-265-888-717,University Of Arizona State
4084,2021,009-407-959-831-245,University Of Louisville Research Foundation Inc.
4085,2023,075-523-040-565-959,University Of North Carolina Chapel Hill
4086,2016,064-804-556-749-435,Cstone Pharmaceuticals Suzhou Co Ltd
4087,2016,064-804-556-749-435,Cstone Pharmaceuticals Shanghai Co Ltd
4088,2016,064-804-556-749-435,Cstone Pharmaceuticals
4089,2019,079-943-135-763-92X,Shanghai Epimab Biotherapeutics Co Ltd
4090,2019,125-126-293-263-310,H. Lee Moffitt Cancer Center And Research Institute Inc.
4091,2020,195-419-347-750-922,Shanghai Maxinovel Pharmaceuticals Co. Ltd.
4092,2021,166-448-861-441-55X,Precigen Inc
4093,2017,002-276-805-202-33X,Ishinkai Medical Corporation
4094,2017,002-276-805-202-33X,Harunori Oda
4095,2023,068-717-598-128-063,Iovance Biotherapeutics Inc.
4096,2023,068-717-598-128-063,Maria Fardis
4097,2023,068-717-598-128-063,Friedrich Graf Von Finckenstein
4098,2023,068-717-598-128-063,Vogt Frederick G
4099,2021,143-977-956-197-624,Celgene Corp.
4100,2019,040-917-824-555-857,Trans Chromosomics Inc
4101,2019,040-917-824-555-857,National University Corporation Tottori University
4102,2023,032-407-145-083-229,Venn Biosciences Corp
4103,2020,088-434-599-623-168,Glaxosmithkline Ip Development Ltd.
4104,2020,088-434-599-623-168,Joanna Opalinska
4105,2020,088-434-599-623-168,Merck Sharp & Dohme Corp.
4106,2019,032-250-805-525-932,Regeneron Pharmaceuticals Inc.
4107,2009,185-576-321-258-215,Government Of The United States
4108,2009,185-576-321-258-215,Wenge Zhu
4109,2009,185-576-321-258-215,Melvin L Depamphilis
4110,2021,010-803-296-981-831,Rophibio Inc
4111,2016,059-490-520-240-231,Novartis Ag
4112,2022,068-997-588-459-140,Regeneron Pharmaceuticals Inc.
4113,2022,108-972-928-618-442,The Us Government Represented By The Department Of Veterans Affairs
4114,2022,108-972-928-618-442,University Of California
4115,2019,153-913-109-676-640,Yale University
4116,2017,102-801-572-035-523,Hebei Senlang Biotechnology Co Ltd
4117,2022,024-171-817-800-924,"Anhui Provincial Hospital, The First Affiliated Hospital Of Ustc"
4118,2020,130-968-685-064-187,Gb006 Inc
4119,2020,130-968-685-064-187,Msd International Business Gmbh
4120,2020,112-148-208-079-355,Deli Wei Beijing Biological Technology Co Ltd
4121,2019,145-245-456-773-663,Highlight Therapeutics S.L.
4122,2019,145-245-456-773-663,University Of California
4123,2016,048-366-429-562-419,Eisai Research & Development Man Co. Ltd.
4124,2016,048-366-429-562-419,Merck Sharp & Dohme Corp.
4125,2023,198-930-667-352-795,Akeso Biopharma Inc.
4126,2021,039-413-202-742-100,Gradalis Inc
4127,2022,011-335-746-809-345,Canexia Health Inc
4128,2017,070-951-074-531-473,Ixaka France Sas
4129,2023,012-145-757-811-546,Astrazeneca Ab
4130,2019,020-675-933-583-940,Svetlana Honold Thaller
4131,2019,020-675-933-583-940,Milena Mechthild Weis
4132,2019,020-675-933-583-940,Tristan Wolfram Thaller
4133,2019,020-675-933-583-940,Linda Libuska Nerlich
4134,2019,020-675-933-583-940,Jan Merlin Jonas Aietos Thaller
4135,2019,020-675-933-583-940,Gudrun Kvetoslava Thaller
4136,2022,063-256-577-778-947,Regeneron Pharmaceuticals Inc.
4137,2016,076-594-849-998-235,"Eisai R&D Management Co., Ltd."
4138,2016,076-594-849-998-235,Merck Sharp & Dohme Corp.
4139,2014,003-699-638-759-392,Anaptysbio Inc
4140,2014,025-526-225-291-261,Eugene D Kwon
4141,2014,025-526-225-291-261,Mayo Foundation
4142,2014,025-526-225-291-261,Xin Liu
4143,2014,025-526-225-291-261,Christopher J Krco
4144,2014,025-526-225-291-261,Haidong Dong
4145,2014,025-526-225-291-261,Susan M Harrington
4146,2020,152-729-267-115-754,Shanghai Three-Dimensional Biotechnology Ltd Company
4147,2021,060-601-031-614-049,Christina Kim Lee
4148,2021,060-601-031-614-049,Stanford University
4149,2020,082-556-572-597-905,Pfizer
4150,2020,082-556-572-597-905,Merck Sharp & Dohme Corp.
4151,2020,121-763-748-505-125,Jian Yan
4152,2020,121-763-748-505-125,Jewell Walters
4153,2020,121-763-748-505-125,Inovio Pharmaceuticals Inc.
4154,2020,121-763-748-505-125,Regeneron Pharmaceuticals Inc.
4155,2020,121-763-748-505-125,Bernadette Ferraro
4156,2019,142-365-186-400-02X,Daiichi Sankyo Co. Ltd.
4157,2021,157-653-355-461-300,Nat Cancer Ct
4158,2021,164-385-774-899-601,University Of California
4159,2023,005-267-323-425-279,Tianjin Medical University Cancer Institute And Hospital
4160,2023,005-267-323-425-279,Cell Ecological Haihe Laboratory
4161,2023,045-854-565-444-672,Xuzhou Medical University
4162,2022,008-361-657-366-176,Remd Biotherapeutics Inc.
4163,2018,073-631-308-283-473,Suzhou Maoxing Biotechnology Co Ltd
4164,2022,133-556-936-616-934,Xinhua Hospital Affiliated To Shanghai Jiao Tong University School Of Medicine
4165,2022,133-556-936-616-934,Shenzhen Funuojian Biotechnology Co. Ltd.
4166,2021,198-344-114-778-209,Gradalis Inc
4167,2017,039-891-428-084-880,Amphera B.V.
4168,2018,188-192-109-258-142,"Qilu Hospital, Shandong University"
4169,2021,049-484-232-657-813,7 Hills Pharma Llc
4170,2019,002-509-979-882-640,Ludwig Institute For Cancer Research Ltd.
4171,2020,094-320-293-349-882,Thaller Arno
4172,2006,152-097-126-271-267,Pfizer Productions Inc.
4173,2021,066-026-755-493-086,Genentech Inc.
4174,2021,016-739-609-891-189,Brain Cancer Research Institute
4175,2021,004-953-818-736-523,Novartis Ag
4176,2022,158-001-779-730-028,Mayo Foundation
4177,2022,158-001-779-730-028,Boston Scientific Scimed Inc
4178,2022,158-001-779-730-028,University Of California
4179,2019,173-071-049-177-360,Pfizer
4180,2019,173-071-049-177-360,Merck Sharp & Dohme Corp.
4181,2017,164-051-177-975-346,Bristol Myers Squibb Co.
4182,2020,167-558-677-186-687,"Nanfang Hospital, Southern Medical University"
4183,2020,122-621-840-904-914,Medical College Of Wisconsin Inc.
4184,2016,019-144-229-533-079,Regeneron Pharmaceuticals Inc.
4185,2020,163-279-332-006-591,Zhu Jian
4186,2020,012-229-575-913-611,Iteos Therapeutics Sa
4187,2019,104-198-549-058-494,Iteos Belgium Sa
4188,2022,155-703-304-275-874,Stanford University
4189,2017,165-075-297-429-959,Ixaka France Sas
4190,2021,073-973-146-378-030,Ascend Biopharmaceuticals Ltd
4191,2023,197-963-581-472-248,Guangxi Normal University
4192,2019,157-412-650-210-021,Umc Utrecht Holding Bv
4193,2020,130-333-974-630-756,Peking University People'S Hospital
4194,2018,031-722-129-843-05X,Gritstone Oncology Inc.
4195,2021,061-196-289-608-682,Kyungpook National University Industry-Academic Cooperation Foundation
4196,2022,107-578-466-047-689,University Of South China Technology
4197,2018,133-292-738-724-110,Dana-Farber Cancer Institute Inc.
4198,2017,037-461-027-084-967,Sorrento Therapeutics Inc.
4199,2021,033-439-860-878-701,Macrogenics Inc
4200,2015,188-871-789-011-251,National University Corporation Okayama University
4201,2016,054-209-979-496-696,Keio Gijuku
4202,2016,054-209-979-496-696,Dna Chip Research Inc.
4203,2016,054-209-979-496-696,Saitama Medical University
4204,2019,181-158-836-926-57X,Methodist Hospital
4205,2023,048-421-725-098-98X,"Renji Hospital, Shanghai Jiaotong University School Of Medicine"
4206,2020,097-082-972-889-571,Beijing Beyond Biotechnology Co. Ltd.
4207,2020,097-082-972-889-571,Lunan Pharmaceutical Group Corp.
4208,2014,056-056-257-825-10X,Memorial Sloan Kettering Cancer Center
4209,2014,056-056-257-825-10X,Icahn School Of Medicine At Mount Sinai
4210,2023,130-648-310-913-936,Kanaph Therapeutics Inc.
4211,2018,053-653-256-962-192,Providence Health & Services Oregon
4212,2018,053-653-256-962-192,Agonox Inc.
4213,2018,099-325-324-732-169,Microvax Llc
4214,2019,025-072-241-855-30X,Institut Gustave Roussy
4215,2019,025-072-241-855-30X,University Of Texas
4216,2021,192-966-629-484-611,Memorial Sloan Kettering Cancer Center
4217,2022,181-516-729-985-598,Emory University
4218,2018,027-629-795-700-789,Wistar Institute
4219,2017,035-524-112-769-12X,William Warren Harless
4220,2017,035-524-112-769-12X,Myron Szewczuk
4221,2020,149-472-169-793-114,Immunomedics Inc.
4222,2018,033-083-087-800-434,Ibm
4223,2018,178-290-896-942-010,Signalrx Pharmaceuticals Inc
4224,2009,145-224-327-584-847,Isis Innovation
4225,2009,009-774-823-400-432,Isis Innovation
4226,2018,069-957-352-085-322,Glaxosmithkline Ip Development Ltd.
4227,2018,178-524-212-337-768,Bristol Myers Squibb Co.
4228,2020,034-973-417-067-804,First Affiliated Hospital Of Anhui Medical University
4229,2017,126-319-052-256-221,Suzhou Lihao Biotechnology Co Ltd
4230,2022,095-009-880-613-080,University Of California
4231,2015,041-035-322-226-692,Transgene Sa
4232,2019,077-269-656-089-163,"Hangzhou Branch Of Technical Institute Of Physics And Chemistry, Chinese Academy Of Sciences"
4233,2014,146-259-476-915-378,Chengdu Biotech Biotechnology Co Ltd
4234,2022,137-629-379-305-446,Bristol Myers Squibb Co.
4235,2019,063-834-964-764-766,Gensun Biopharma Inc
4236,2020,029-491-278-946-290,Guangzhou Zhaotai Invivo Biomedicine Co Ltd
4237,2021,137-022-155-586-76X,Beijing Institute For Cancer Research
4238,2016,078-228-303-800-461,Shenzhen Institute Of Advanced Technology
4239,2020,043-868-389-457-099,Sun Yat-Sen University Cancer Center Sun Yat-Sen University Affiliated Cancer Hospital Sun Yat-Sen University Cancer Institute
4240,2022,059-847-355-612-60X,Sir Mortimer B. Davis Jewish General Hospital
4241,2022,059-847-355-612-60X,The Royal Institution For The Advancement Of Learning/Mcgill University
4242,2022,040-488-408-495-602,Wistar Institute
4243,2022,146-641-354-585-371,Beijing Jingyi Taixiang Technology Development Co Ltd
4244,2022,146-641-354-585-371,Beijing Dongfang Biotech Co. Ltd.
4245,2022,087-419-709-289-788,Neornat
4246,2022,133-272-813-184-137,Hainan University
4247,2022,133-272-813-184-137,Shenzhen University
4248,2020,109-395-464-244-348,Beijing Protein Innovation Co Ltd
4249,2012,075-191-039-580-395,Johns Hopkins University
4250,2020,154-964-783-591-434,Acroimmune Biotech Co Ltd
4251,2020,183-909-303-189-877,Sun Yat-Sen University
4252,2021,131-139-897-939-772,Yingke Boya Gene Tech Tianjin Co Ltd
4253,2023,187-990-290-703-035,The Third Xiangya Hospital Of Central South University
4254,2023,037-258-450-356-479,Peking University First Hospital
4255,2020,013-365-764-581-663,Ruina Zhuhai Hengqin Biotechnology Co Ltd
4256,2023,057-366-989-254-410,University Of California
4257,2018,084-317-795-421-303,"First Affiliated Hospital, Sun Yat-Sen University"
4258,2022,056-501-815-298-635,Genentech Inc.
4259,2022,056-501-815-298-635,Hoffmann La Roche
4260,2022,124-167-967-718-348,Elpis Biopharmaceuticals
4261,2022,164-455-337-822-279,Providence Health & Services Oregon
4262,2022,164-455-337-822-279,Agonox Inc.
4263,2023,072-659-764-378-132,University Of Southern California
4264,2022,132-971-034-824-20X,Cambridge Enterprise Ltd
4265,2023,126-064-056-242-335,Tizona Therapeutics Inc
4266,2022,071-962-944-340-786,Mbf Therapeutics Inc
4267,2020,029-674-089-825-774,Eli Lilly And Company
4268,2022,065-106-526-215-270,University Of Guangzhou Medical
4269,2021,170-176-781-860-672,First Affiliated Hospital Of Anhui Medical University
4270,2022,083-296-747-872-840,Hope City
4271,2022,119-745-754-360-793,The Us Government Represented By The Department Of Veterans Affairs
4272,2022,119-745-754-360-793,Stanford University
4273,2018,164-950-926-347-005,Ibm
4274,2022,167-143-538-535-678,Boya Gene Tech Tianjin Limited Company
4275,2022,037-782-837-038-994,Immunowake Inc
4276,2020,172-619-983-854-994,"Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University"
4277,2022,060-016-055-978-616,Beijing Tiannuo Jiancheng Pharmaceutical Technology Co Ltd
4278,2023,143-877-431-014-751,Georgiamune Inc
4279,2022,144-758-948-182-955,Innovent Biologics (Suzhou) Co. Ltd.
4280,2021,019-383-725-747-402,Tianjin Xebo Synbiotic Biotechnology Co Ltd
4281,2021,019-383-725-747-402,Xiamen University Affiliated First Hospital
4282,2018,044-467-119-278-639,Merck Sharp & Dohme Corp.
4283,2021,133-439-995-288-595,Dakang Xu
4284,2023,198-854-730-082-889,Beijing Aisaiji Biopharmaceutical Technology Co Ltd
4285,2021,156-893-859-875-01X,Iomx Therapeutics Ag
4286,2015,055-693-835-616-242,Apceth Gmbh & Co Kg
4287,2022,164-848-663-441-591,Inserm
4288,2022,164-848-663-441-591,Ogd2 Pharma
4289,2022,164-848-663-441-591,University Of Nantes
4290,2020,048-930-422-839-926,University Of Jinan
4291,2019,018-900-601-924-91X,Hannover Medical School
4292,2021,091-214-914-016-16X,Tasrif Pharmaceutical Llc
4293,2021,170-054-544-291-423,Shike Biotechnology Guangzhou Co Ltd
4294,2022,055-549-959-102-386,Peking Union Medical College Hospital
4295,2020,131-548-264-811-40X,"Cancer Hospital, Chinese Academy Of Medical Sciences"
4296,2022,113-836-327-069-809,Zhongnan Hospital Of Wuhan University
4297,2017,151-142-717-603-933,Shunho Cell Biology Tech (Tianjin) Co. Ltd.
4298,2021,182-034-330-324-661,University Of California
4299,2017,006-019-139-411-727,Kehai Dong
4300,2020,179-022-441-106-556,Wuhan University
4301,2023,192-310-939-764-465,"Cancer Hospital, Chinese Academy Of Medical Sciences"
4302,2020,030-924-960-748-672,Wuhan University
4303,2017,056-890-806-858-313,Xinxiang University
4304,2021,095-242-146-433-529,The First Affiliated Hospital Of Jinan University - Guangzhou Overseas Chinese Hospital
4305,2010,138-435-114-876-834,Guangdong Shaozhu Group Co Ltd
4306,2021,099-852-880-003-498,University Of Basel
4307,2021,099-852-880-003-498,Cureab Gmbh
4308,2019,017-878-619-506-893,"Federal State Budgetary Scientific Institution ""Russian Scientific Center Of Radiology And Surgical Technologies"""
4309,2020,113-445-655-291-70X,"Nanfang Hospital, Southern Medical University"
4310,2021,153-576-657-998-144,Affiliated Tongji Hospital Of Tongji Medical College Of Huazhong University Of Science & Technology
4311,2014,085-838-635-918-599,Amplimmune Inc
4312,2021,194-303-137-229-505,Merck Sharp & Dohme Corp.
4313,2020,100-010-842-117-972,Guangzhou Maxinovel Pharmaceuticals Co. Ltd.
